step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched
823,0.00021346017962964314,823,95468
824,0.00023319738088256603,824,95584
825,0.00022368385863597018,825,95700
826,0.00018718485962390674,826,95816
827,0.00019965961974369173,827,95932
828,0.0002235607160026576,828,96048
829,0.0002246279576108845,829,96164
830,0.00022311166267929838,830,96280
831,0.00021071633036043314,831,96396
832,0.00018422433888315437,832,96512
833,0.00018045340845579405,833,96628
834,0.0002097938359329754,834,96744
835,0.00022867167375500985,835,96860
836,0.00023768576601121416,836,96976
837,0.00023786503415756943,837,97092
838,0.0002222789183518037,838,97208
839,0.0001943165971589056,839,97324
840,0.00017173246865839764,840,97440
841,0.00018423706357517666,841,97556
842,0.00017364338232758736,842,97672
843,0.0001448718484627909,843,97788
844,0.00014450472546465032,844,97904
845,0.000190541140539513,845,98020
846,0.0002096958352359457,846,98136
847,0.00019978407703361012,847,98252
848,0.00019316241653283273,848,98368
849,0.00020021740884473838,849,98484
850,0.00022827921251661332,850,98600
851,0.0002369540342471721,851,98716
852,0.00022727320642076942,852,98832
853,0.00020323727684362636,853,98948
854,0.00016999009199014647,854,99064
855,0.000155977890563902,855,99180
856,0.0002063602649650942,856,99296
857,0.00023966945720438337,857,99412
858,0.00025116669344837916,858,99528
859,0.0002477304079704923,859,99644
860,0.0002326651271482849,860,99760
861,0.00019091764189849147,861,99876
862,0.00015241355089964936,862,99992
863,0.0001665486528383553,863,100108
864,0.0001732921754216965,864,100224
865,0.00016813702354728788,865,100340
866,0.0001510008824392728,866,100456
867,0.00018187287875329194,867,100572
868,0.00020811735539963405,868,100688
869,0.00020983855588529998,869,100804
870,0.00019068543794151238,870,100920
871,0.0001675105703731472,871,101036
872,0.00019518476218088887,872,101152
873,0.00021173308270863722,873,101268
874,0.0002271132107279361,874,101384
875,0.0002270150561123896,875,101500
876,0.00020768691519448823,876,101616
877,0.00017025820492103105,877,101732
878,0.00015773471529198502,878,101848
879,0.00019344074174179604,879,101964
880,0.00022196995367204653,880,102080
881,0.00023909355211959582,881,102196
882,0.00024045411496123603,882,102312
883,0.0002232085200100098,883,102428
884,0.00018784873927660262,884,102544
885,0.00015153886377658465,885,102660
886,0.00016001897087133954,886,102776
887,0.00014859166615116548,887,102892
888,0.00014510210813306612,888,103008
889,0.00015136459724415796,889,103124
890,0.00016948917926010165,890,103240
891,0.00019303522206645662,891,103356
892,0.00020850844846215244,892,103472
893,0.00020103458030051868,893,103588
894,0.00018399522873502328,894,103704
895,0.0002038845855472926,895,103820
896,0.00021083514937780823,896,103936
897,0.00020866530608906753,897,104052
898,0.00019588327094854918,898,104168
899,0.00017752376951093995,899,104284
900,0.00016662162524508362,900,104400
901,0.00018589030004645402,901,104516
902,0.00021182691812790533,902,104632
903,0.00022682327276363212,903,104748
904,0.0002287956504687938,904,104864
905,0.0002101510188287914,905,104980
906,0.00019745515760660748,906,105096
907,0.00017060253601722253,907,105212
908,0.000151504358512633,908,105328
909,0.0001717082157126626,909,105444
910,0.00017070962931950429,910,105560
911,0.0001482390895253538,911,105676
912,0.00014814174641711308,912,105792
913,0.0001725448899889681,913,105908
914,0.00018816274584251835,914,106024
915,0.00019364423785953044,915,106140
916,0.00017103312470520549,916,106256
917,0.00017186352443304687,917,106372
918,0.00020456353041711783,918,106488
919,0.00022297292536990754,919,106604
920,0.00022303622902666853,920,106720
921,0.00020506817019388945,921,106836
922,0.00017295317235185848,922,106952
923,0.0001404761940174415,923,107068
924,0.00017021975219283503,924,107184
925,0.00020898441607508644,925,107300
926,0.000232880359847365,926,107416
927,0.00023747675760052434,927,107532
928,0.0002225432258578519,928,107648
929,0.00020100140344622708,929,107764
930,0.00016236678471157062,930,107880
931,0.00012863070235122342,931,107996
932,0.00015391635104444745,932,108112
933,0.0001605428425076605,933,108228
934,0.00014003130364542704,934,108344
935,0.00014952516262209392,935,108460
936,0.0001794044077796375,936,108576
937,0.0002013391898557093,937,108692
938,0.00019951192849110289,938,108808
939,0.00017558214637883318,939,108924
940,0.00016390953916609052,940,109040
941,0.00019025426614890928,941,109156
942,0.0001983222193243095,942,109272
943,0.00020332743591497393,943,109388
944,0.0002003152645881634,944,109504
945,0.000183581374856856,945,109620
946,0.0001531746222027397,946,109736
947,0.00016294171326391993,947,109852
948,0.00018752188392009983,948,109968
949,0.0002050518440392668,949,110084
950,0.0002143760847521936,950,110200
951,0.0002134234968642068,951,110316
952,0.00019988821316624383,952,110432
953,0.00017235077311705815,953,110548
954,0.00015075989867741058,954,110664
955,0.00015703455950999423,955,110780
956,0.00014667853151753563,956,110896
957,0.00012423210731016265,957,111012
958,0.00012913902813374567,958,111128
959,0.00016403685782009902,959,111244
960,0.000177304166078307,960,111360
961,0.0001814487350791094,961,111476
962,0.00017958686426783332,962,111592
963,0.0001715304162962228,963,111708
964,0.00019587899180120716,964,111824
965,0.00020529919338144187,965,111940
966,0.00020117529400254242,966,112056
967,0.00018652038405139737,967,112172
968,0.00016466883198956728,968,112288
969,0.0001508250896887775,969,112404
970,0.00016595209947009582,970,112520
971,0.0001989031928046059,971,112636
972,0.0002149041370312632,972,112752
973,0.00021879962423743127,973,112868
974,0.00021325121837845185,974,112984
975,0.00018529096141001178,975,113100
976,0.0001609841854768035,976,113216
977,0.00013644152269307042,977,113332
978,0.0001457707446197165,978,113448
979,0.00015706629824779883,979,113564
980,0.00015105237405363403,980,113680
981,0.0001342712507009236,981,113796
982,0.00016018441228096703,982,113912
983,0.0001760906042221344,983,114028
984,0.0001753295392591392,984,114144
985,0.00017099864481695537,985,114260
986,0.00014783586175659558,986,114376
987,0.0001687626276496157,987,114492
988,0.00019395273476019437,988,114608
989,0.00020790801477077459,989,114724
990,0.00020616081564664435,990,114840
991,0.00018771946675028017,991,114956
992,0.00015536768972246318,992,115072
993,0.0001281388498791114,993,115188
994,0.0001653174923930134,994,115304
995,0.00019624675798302071,995,115420
996,0.00021597405803050473,996,115536
997,0.00022024984936466763,997,115652
998,0.00020727715761079124,998,115768
999,0.0001788327332477857,999,115884
1000,0.0001465002281534622,1000,116000
