step,BattleShip3/conv,BattleShip3/iters,BattleShip3/nodes_touched,BattleShip3/tau,BattleShip3/alpha,BattleShip3/beta,BattleShip3/gamma
305,0.00555093359962483,305,446890270,1,1.8795867816659135,-1.5988799049043734,4.905206256620014
306,0.00561191134921539,306,448355484,1,1.8831831947237236,-1.601598370756026,4.903837133867995
307,0.005684605077437482,307,449820698,1,1.8878175258018075,-1.6037106277337638,4.902310391787994
308,0.005726297842245293,308,451285912,1,1.8925710825900817,-1.6057522464057783,4.900743533362441
309,0.0053978115996664855,309,452751126,1,1.8969937092379707,-1.6079847988428118,4.899196913962969
310,0.00561383318833919,310,454216340,1,1.8974377401064375,-1.6125358046075315,4.898175525236093
311,0.005782280585778163,311,455681554,1,1.903778628241572,-1.613642741161518,4.896319898055081
312,0.00560961346736108,312,457146768,1,1.9095434239563507,-1.615088713144801,4.8945134810113196
313,0.005669011489897638,313,458611982,1,1.9117158047671765,-1.6186230202539398,4.893193829692599
314,0.005639701984627932,314,460077196,1,1.9163423918930182,-1.6207265438230982,4.891499516854132
315,0.005776365816450177,315,461542410,1,1.9200271840558407,-1.6233770472447664,4.889917728390623
316,0.005956606283850266,316,463007624,1,1.9254640808668375,-1.6250047115078483,4.88805008213021
317,0.006087709939732067,317,464472838,1,1.9313121433573017,-1.626394141854203,4.886088765179609
318,0.005720310095609943,318,465938052,1,1.9366248753813031,-1.6280942398206006,4.884176731041443
319,0.005171336313079838,319,467403266,1,1.9368837398596233,-1.6327228775472324,4.88302395781801
320,0.00529917003919006,320,468868480,1,1.9348241832980393,-1.6387377525130788,4.882223817869438
321,0.005442707455455789,321,470333694,1,1.940297447270972,-1.6403221137024535,4.880219279968156
322,0.005397629234434875,322,471798908,1,1.94591238904427,-1.6418230148232689,4.878158353678608
323,0.005367596334686406,323,473264122,1,1.9494209558275584,-1.644560757375236,4.876408972533636
324,0.005286493632837605,324,474729336,1,1.9530945025593902,-1.6471987756663111,4.8746066895885924
325,0.005332151379021349,325,476194550,1,1.9561881431040078,-1.6501764823080682,4.872875601221288
326,0.005256654986469378,326,477659764,1,1.9607153986352972,-1.6523046958049608,4.870875301560881
327,0.005051312705635844,327,479124978,1,1.9638676010009348,-1.6552424639766283,4.869081822787363
328,0.005266188931548427,328,480590192,1,1.9654808474811396,-1.659093306256813,4.8675325101343345
329,0.005582143156641142,329,482055406,1,1.971998104274495,-1.66002864396279,4.865093861847395
330,0.005709114655382083,330,483520620,1,1.9795186654119843,-1.6603774081606808,4.8624305072645875
331,0.005476960168014106,331,484985834,1,1.9848864311291106,-1.6619965210843481,4.860112689164664
332,0.005262787799045002,332,486451048,1,1.986396684659788,-1.665879524863699,4.858473953685421
333,0.005171800435996743,333,487916262,1,1.988005837640576,-1.6697102934803585,4.8567964794620595
334,0.005201438561583796,334,489381476,1,1.9909677016107499,-1.672740334358629,4.854841172127099
335,0.005052982423542546,335,490846690,1,1.9953242390260986,-1.6749375964776307,4.852589944491755
336,0.004921457675355498,336,492311904,1,1.9975927412367387,-1.6783763923413946,4.850711635717785
337,0.0049161305884832945,337,493777118,1,2.0000172064548907,-1.6817230980609204,4.848777794585416
338,0.004964118889657615,338,495242332,1,2.003964467142806,-1.6841541639719955,4.846513634686401
339,0.005060789640272151,339,496707546,1,2.008562015267794,-1.6861908737696543,4.844083551798041
340,0.005096756224066981,340,498172760,1,2.0137365510907395,-1.68787802914817,4.841496515968793
341,0.004920270357361312,341,499637974,1,2.0181762070602303,-1.6900019622599576,4.839020826373943
342,0.004635494833223147,342,501103188,1,2.0200660180226424,-1.6936522138392773,4.837046060536773
343,0.00459870861328808,343,502568402,1,2.0204890369078528,-1.6981952764291675,4.835359396310126
344,0.004681119505160619,344,504033616,1,2.024022060536435,-1.7008562607325541,4.832982557242379
345,0.0049458267184118165,345,505498830,1,2.0291037439760955,-1.7025719528558234,4.8302315854183115
346,0.004979535177079289,346,506964044,1,2.0364294848461055,-1.70292807928582,4.8269359514848516
347,0.00496430034889031,347,508429258,1,2.0408515509255816,-1.7050368628436692,4.824237148511239
348,0.00492932164811799,348,509894472,1,2.0446795328024576,-1.7074994418710367,4.821632826179598
349,0.004912090520459322,349,511359686,1,2.048265902600958,-1.710103809764132,4.819045988105907
350,0.004908380879268051,350,512824900,1,2.0520672181023136,-1.7125743268831486,4.816370836390415
351,0.004745003741912279,351,514290114,1,2.0560338590770355,-1.7149405541724108,4.813616634574968
352,0.004724741101356511,352,515755328,1,2.0580061500661953,-1.7185130185529078,4.811303122691909
353,0.004813650937710495,353,517220542,1,2.0617600577589354,-1.7210007401840872,4.808524438659292
354,0.004900145430696751,354,518685756,1,2.066894682061608,-1.7226433995062806,4.805362257351794
355,0.004934256882283439,355,520150970,1,2.0719791354882098,-1.724312779251036,4.802161556458644
356,0.0046054337766818915,356,521616184,1,2.0764082241527992,-1.7263755501527767,4.799076711450729
357,0.004533536507305758,357,523081398,1,2.0762638433366964,-1.73122176925296,4.797126232982473
358,0.004606662857608759,358,524546612,1,2.079326739285461,-1.7341122840956464,4.794319098645075
359,0.004722469552188899,359,526011826,1,2.0843001342874254,-1.735825121353128,4.790966961148228
360,0.004638290580957091,360,527477040,1,2.0898050555164334,-1.7372081528504646,4.787418368214027
361,0.004663756009140069,361,528942254,1,2.092730909533845,-1.7401666639469997,4.784514367409608
362,0.004657901934040545,362,530407468,1,2.097069394725937,-1.7422542510345393,4.781180477622927
363,0.004737189270142453,363,531872682,1,2.1010020459189764,-1.7445858707237374,4.777909210993887
364,0.004711080223281594,364,533337896,1,2.1060264569409104,-1.7462420446083022,4.774279549779145
365,0.00492126330705317,365,534803110,1,2.109700795767454,-1.7487215600071147,4.770980507775139
366,0.004872323450802282,366,536268324,1,2.1163371644838636,-1.7493805486383334,4.766768894790856
367,0.0046274360753888605,367,537733538,1,2.1197404812477054,-1.7520134374904188,4.763441718549936
368,0.004601738321940579,368,539198752,1,2.120637756815772,-1.7561827435501887,4.760817256436084
369,0.004681060907192308,369,540663966,1,2.1243056411581955,-1.7586458269348313,4.757323631316961
370,0.004894379995115633,370,542129180,1,2.1293379379020068,-1.7602615309169598,4.753360153074814
371,0.004821941639944732,371,543594394,1,2.1360289137392034,-1.7608563710001341,4.748817672688755
372,0.004709927408166559,372,545059608,1,2.1391310800228553,-1.763648109931062,4.745330614464363
373,0.004527939098869352,373,546524822,1,2.1417134148911767,-1.766755646401668,4.741960818302127
374,0.004462212657713058,374,547990036,1,2.143335286368714,-1.7704553331868202,4.738855877118352
375,0.004533623042674698,375,549455250,1,2.1464517138419477,-1.7732290206631827,4.735224101858425
376,0.004407700082959612,376,550920464,1,2.151407892891365,-1.7748562097364597,4.730932738443359
377,0.004298914594516062,377,552385678,1,2.1537044405429633,-1.778128407353595,4.727466238427011
378,0.004287983017074434,378,553850892,1,2.156191939053442,-1.7812805048810838,4.723889504151942
379,0.004402357770971477,379,555316106,1,2.1600329534134346,-1.7835833517303106,4.719800611528598
380,0.00445911885757827,380,556781320,1,2.1656170792916827,-1.7847930209252336,4.71504579075137
381,0.004515031574570186,381,558246534,1,2.170385450801237,-1.7865071067410017,4.710502344333635
382,0.004445240110308807,382,559711748,1,2.175132702649,-1.7882293349687484,4.705896709605639
383,0.004374751961607845,383,561176962,1,2.178182488584467,-1.7909996081331707,4.701834465560333
384,0.0043010392424343985,384,562642176,1,2.1812065507922545,-1.7937815539810962,4.697725609546599
385,0.004414489397681812,385,564107390,1,2.1841683536376473,-1.7965980673831354,4.693583279853143
386,0.004185741169973695,386,565572604,1,2.189733550237999,-1.7977836872634108,4.688407753181152
387,0.00428895028097416,387,567037818,1,2.1904992082165404,-1.8019612857377982,4.6849727679729085
388,0.004362349859733106,388,568503032,1,2.1959594789806367,-1.8031951621451623,4.679695868043373
389,0.004403321419814296,389,569968246,1,2.200972343229009,-1.804704658593666,4.67450983092301
390,0.004324500092551947,390,571433460,1,2.20552256096998,-1.80649698211641,4.6694263586244755
391,0.004305641534126103,391,572898674,1,2.2084080832472477,-1.8093202761703333,4.664931585196851
392,0.004430053979798593,392,574363888,1,2.2121224133239377,-1.811619917810535,4.660041055386754
393,0.004636296647837074,393,575829102,1,2.2178305701904826,-1.8126691810233064,4.654264132067277
394,0.004608848361938242,394,577294316,1,2.2245752226273097,-1.813074881919115,4.6479650479703345
395,0.004255415529286322,395,578759530,1,2.228190107181129,-1.815413083640096,4.642878435698224
396,0.0042133924505100145,396,580224744,1,2.2273103395750757,-1.8205411314827502,4.639632258844819
397,0.004090880211296347,397,581689958,1,2.230677642339467,-1.8230225463260215,4.6345316689176315
398,0.004237828696981458,398,583155172,1,2.2328523518342456,-1.826246595584367,4.629879841270423
399,0.004268603070274116,399,584620386,1,2.238965093968803,-1.82699091963722,4.6234328296591505
400,0.004325790803061572,400,586085600,1,2.2433708187280703,-1.8288001714809632,4.617645456935624
401,0.00411821356127548,401,587550814,1,2.248145317866364,-1.8303714942323286,4.6116064790432905
402,0.004069591487121937,402,589016028,1,2.249113254498818,-1.8343148125697861,4.607221758615141
403,0.00434428220022931,403,590481242,1,2.2523517141645226,-1.8368275562675038,4.601737347778491
404,0.004322139251677293,404,591946456,1,2.260293229551218,-1.836380139745357,4.593971807191675
405,0.004265530414277893,405,593411670,1,2.2639426351637644,-1.8386027603655224,4.588117477859604
406,0.004171588768677625,406,594876884,1,2.2670984885126777,-1.8411162376866652,4.582420749534814
407,0.0041057984930641805,407,596342098,1,2.26969907558748,-1.8439608832243963,4.576919419301923
408,0.003953106225519379,408,597807312,1,2.2726873667685146,-1.8465469596406767,4.5711574618493085
409,0.003925476448723181,409,599272526,1,2.2743332381151187,-1.8499632268787467,4.565990412428502
410,0.004159888321204425,410,600737740,1,2.2778609493563784,-1.8521773100895333,4.559813760657734
411,0.00427459425294234,411,602202954,1,2.285354056909814,-1.851876523012181,4.551526348777267
412,0.004189788213457543,412,603668168,1,2.2909657268372388,-1.852743940986444,4.544077837888385
413,0.004082917099608591,413,605133382,1,2.2936917455566324,-1.8553995175120799,4.538031533690804
414,0.003962734806795112,414,606598596,1,2.296062570501551,-1.8582625098303311,4.532097613180593
415,0.004190345149527985,415,608063810,1,2.298186158654501,-1.8612673301112916,4.526223962713555
416,0.004092932046273937,416,609529024,1,2.305525846840392,-1.860950762329678,4.517442882399207
417,0.0039363343119305505,417,610994238,1,2.3080301948054682,-1.8636710568741668,4.511185437598975
418,0.0038792006365565845,418,612459452,1,2.3095914281931935,-1.866976068519564,4.505376815453225
419,0.0040954886209314395,419,613924666,1,2.3126339878917572,-1.8693227691118552,4.498667789171488
420,0.00418469242130777,420,615389880,1,2.3198561776629107,-1.868981210083808,4.489486683390332
421,0.0040804734655563585,421,616855094,1,2.3250865965292546,-1.869889394196096,4.48131192354086
422,0.0040369747623754115,422,618320308,1,2.327474979737584,-1.872585397684771,4.474683388564744
423,0.003852204249372493,423,619785522,1,2.3307410368969568,-1.8747036789901106,4.467455499360129
424,0.0037191852876875264,424,621250736,1,2.331815818777566,-1.8782113619570626,4.461448154484595
425,0.003753997201674991,425,622715950,1,2.333599905181863,-1.881252901945425,4.454947907297077
426,0.0037189180012451722,426,624181164,1,2.338071993903715,-1.8825361842198283,4.446726904381061
427,0.0037836510921631372,427,625646378,1,2.3414093102565565,-1.884533843720233,4.439097317965359
428,0.0038936655882240295,428,627111592,1,2.346353385070252,-1.8854667634314677,4.43036192449261
429,0.0039350128699223025,429,628576806,1,2.351981487324661,-1.8859341642654353,4.421069478059179
430,0.003970660648092247,430,630042020,1,2.3565118563411667,-1.8870913360986246,4.412349463130696
431,0.004066453934445574,431,631507234,1,2.360944729195287,-1.8882895065418692,4.403574699581743
432,0.004075748764848688,432,632972448,1,2.3662669382483976,-1.8888891839171156,4.394095888995295
433,0.004008361084607642,433,634437662,1,2.370284961006065,-1.890311451744798,4.385353959686665
434,0.003916938965185288,434,635902876,1,2.3731577270583406,-1.8924557207814168,4.377270969527491
435,0.003965117474179838,435,637368090,1,2.375643146246893,-1.8948340716820935,4.369355204353445
436,0.00395432401363531,436,638833304,1,2.380249173589906,-1.8958081542509349,4.359884529347749
437,0.0038427244923147086,437,640298518,1,2.3839521413850466,-1.8973498036389183,4.350918173408165
438,0.0038588091299169847,438,641763732,1,2.3860962124306,-1.8998925901821937,4.342939495162903
439,0.0038241365902187546,439,643228946,1,2.3902074475997543,-1.9011240965558087,4.3334678854163045
440,0.0039364115969220265,440,644694160,1,2.3935229073257753,-1.902857378503088,4.324449572197842
441,0.004015606284140855,441,646159374,1,2.3991104571629847,-1.903071787910148,4.313663010629008
442,0.004004838884272929,442,647624588,1,2.404152081343327,-1.9036233954031796,4.303131713266694
443,0.0037464841215035932,443,649089802,1,2.4078352246070716,-1.9050457868446566,4.293475524102091
444,0.003764225312462205,444,650555016,1,2.407686844960808,-1.908982578428772,4.286594157442721
445,0.0036478215920266177,445,652020230,1,2.4118082256723063,-1.910073802147029,4.276398240162859
446,0.003631607117316804,446,653485444,1,2.413767614248732,-1.9125840027015104,4.26774293175296
447,0.0037392797761324204,447,654950658,1,2.417334339455104,-1.9140019692396528,4.25774246681664
448,0.0038682893034490407,448,656415872,1,2.422905437195817,-1.914056227143662,4.24604207258707
449,0.0038334577876977943,449,657881086,1,2.4287509266380725,-1.9139057761771285,4.2339672801685575
450,0.0036933950739819754,450,659346300,1,2.4320307891891244,-1.9154444920144655,4.2237998453921275
451,0.0036123064226748353,451,660811514,1,2.4336328675053585,-1.9180960807300313,4.214887201727473
452,0.003605876254268281,452,662276728,1,2.436131282291921,-1.920144445206681,4.205156503275521
453,0.003724882612967703,453,663741942,1,2.439845029706512,-1.9213697396639722,4.194320979438989
454,0.0038185984621800506,454,665207156,1,2.4455943760734207,-1.9212203718644985,4.181662235598163
455,0.0038186814141260295,455,666672370,1,2.450889404395166,-1.9213725805174071,4.169237445966391
456,0.003859425314272455,456,668137584,1,2.4547089851254182,-1.9225064870503514,4.15793140487428
457,0.0037621757817992846,457,669602798,1,2.459158090948155,-1.9232135248401372,4.145962639479385
458,0.003691419794115622,458,671068012,1,2.461464013617042,-1.9253489980393308,4.135733349072147
459,0.0038566865500243713,459,672533226,1,2.464160123501053,-1.9272197694259057,4.125066040101764
460,0.0036984910625794815,460,673998440,1,2.470578259301068,-1.9265883307472729,4.110989568643735
461,0.0035011558195212206,461,675463654,1,2.4719206199501023,-1.9293541831861238,4.101303342742951
462,0.0036174937423709835,462,676928868,1,2.4725016501160613,-1.9326369603750748,4.092226659716741
463,0.0036034142375098305,463,678394082,1,2.4782619270286697,-1.9324208610178206,4.078351660816153
464,0.0036542471370682034,464,679859296,1,2.481859018601873,-1.9336588222617763,4.066317625547183
465,0.0035119067275671406,465,681324510,1,2.4865151236118574,-1.9341769808549545,4.053180679825623
466,0.0034995760585144753,466,682789724,1,2.4879989650651932,-1.9368300576095356,4.042887022047517
467,0.0035037334840666845,467,684254938,1,2.491622878317799,-1.9380331576796288,4.0304837783624095
468,0.0035050925972408276,468,685720152,1,2.4955252672545547,-1.9390422301606063,4.017696129208329
469,0.0036468550750971412,469,687185366,1,2.4993814177724296,-1.9400767922774786,4.004829978382574
470,0.0035512909905678763,470,688650580,1,2.505550709299195,-1.9395426791924724,3.9895915789708725
471,0.0035451824427860795,471,690115794,1,2.507821621480313,-1.9416363304521769,3.978016219272426
472,0.0036438790112518493,472,691581008,1,2.5115563137489967,-1.9427357726038783,3.964896593839301
473,0.00361461140833097,473,693046222,1,2.5170077160733495,-1.9426693570375348,3.9499437509568773
474,0.003631261751657691,474,694511436,1,2.5203709734252544,-1.944007937121798,3.9369426095916595
475,0.0035414154686222443,475,695976650,1,2.5244793150252596,-1.9448377296849406,3.9230715354466597
476,0.003458625360033357,476,697441864,1,2.5268484698695377,-1.9468377182113181,3.9108525053890917
477,0.0034440372348109316,477,698907078,1,2.5293030017019738,-1.9487758772861996,3.8984477552328656
478,0.0033763954680754438,478,700372292,1,2.532898598418944,-1.9499358202702957,3.8847586651443966
479,0.003363570581930847,479,701837506,1,2.535582084072407,-1.9517088757064163,3.871907070357844
480,0.003396842524817145,480,703302720,1,2.5392055562759652,-1.9528390492379684,3.85796099890662
481,0.003450025854001018,481,704767934,1,2.5436275575490876,-1.9534220669894107,3.843047193223474
482,0.003345341099680557,482,706233148,1,2.548382140264627,-1.9537742680192003,3.82764585866534
483,0.0033491087296063232,483,707698362,1,2.5504293053236635,-1.9559597865579956,3.8150276335424875
484,0.0033553487013185668,484,709163576,1,2.554342986818721,-1.9568728473662107,3.800288399632999
485,0.003436283557263581,485,710628790,1,2.558299926394386,-1.9577514440524686,3.7853793799295414
486,0.0035008579013721536,486,712094004,1,2.563538507549947,-1.9577535630988496,3.7689365407052184
487,0.00340477865578849,487,713559218,1,2.5684723278093626,-1.957958057234601,3.752689917267822
488,0.003233792312299727,488,715024432,1,2.5706990559752705,-1.95999742976755,3.7393284310561645
489,0.003133561663505896,489,716489646,1,2.571549567566995,-1.9629723005562103,3.727416696598857
490,0.003254633397638304,490,717954860,1,2.5735704370704733,-1.9651482296292273,3.714106373547015
491,0.0033166336470638463,491,719420074,1,2.5796260525994823,-1.964563932294645,3.6961145681568492
492,0.0033027649761053907,492,720885288,1,2.5845744450518606,-1.9647311700114338,3.6792402425437354
493,0.003347920323359274,493,722350502,1,2.588182786145307,-1.965807584519254,3.6637768194281737
494,0.0033786601428003604,494,723815716,1,2.592823334104637,-1.966174695239412,3.647004003512527
495,0.0034287481390925245,495,725280930,1,2.5972059059742856,-1.9667127890655192,3.6304053401411243
496,0.0036229348076426277,496,726746144,1,2.6019118498843894,-1.9670253063932521,3.6133052532072796
497,0.0035892877520257577,497,728211358,1,2.608959763458824,-1.965738144825935,3.5933162998573005
498,0.0033465219950592484,498,729676572,1,2.612269369879626,-1.966991431401397,3.577607554382961
499,0.0031330796043474857,499,731141786,1,2.6120634628043438,-1.9706392159418518,3.5659888843927514
500,0.003216613351003053,500,732607000,1,2.6121051470995598,-1.9741229909170386,3.5540149926931144
501,0.003208360489462242,501,734072214,1,2.6174822326581078,-1.9739489279349283,3.535545460930101
502,0.00312458702945502,502,735537428,1,2.621189655584777,-1.9749139770913162,3.518971426071571
503,0.0030890862878868164,503,737002642,1,2.6235185155945033,-1.9768197958745173,3.503971118542694
504,0.0031165347955471046,504,738467856,1,2.626716848692637,-1.9781251619845497,3.487817626472018
505,0.0031388756964003672,505,739933070,1,2.6310849586019147,-1.9786223152579567,3.4701261286592637
506,0.003134965948581106,506,741398284,1,2.6353547288528922,-1.9791820205167128,3.4524452613902983
507,0.0030739492773132204,507,742863498,1,2.6391412171336843,-1.9800687118342726,3.435256593600426
508,0.0030774768890440424,508,744328712,1,2.6418686791690105,-1.9816786953339456,3.4192887984128095
509,0.003066393186457808,509,745793926,5,2.6457942222032957,-1.982460218839532,3.4017301754865885
510,0.00297032597287894,510,747259140,,2.6457942222032957,-1.982460218839532,3.4017301754865885
511,0.002876869069785279,511,748724354,,2.6457942222032957,-1.982460218839532,3.4017301754865885
512,0.002892474298405931,512,750189568,,2.6457942222032957,-1.982460218839532,3.4017301754865885
513,0.0029513440385791484,513,751654782,,2.6457942222032957,-1.982460218839532,3.4017301754865885
514,0.0029747571272941836,514,753119996,5,2.662697482029354,-1.9881728758310417,3.315950269170231
515,0.003074394111552234,515,754585210,,2.662697482029354,-1.9881728758310417,3.315950269170231
516,0.00312226870858226,516,756050424,,2.662697482029354,-1.9881728758310417,3.315950269170231
517,0.0030440442972707177,517,757515638,,2.662697482029354,-1.9881728758310417,3.315950269170231
518,0.003039470180349807,518,758980852,,2.662697482029354,-1.9881728758310417,3.315950269170231
519,0.0031115964650908212,519,760446066,5,2.683695649916296,-1.9909397656071965,3.222640166429599
520,0.003088558793385196,520,761911280,,2.683695649916296,-1.9909397656071965,3.222640166429599
521,0.003043790503069632,521,763376494,,2.683695649916296,-1.9909397656071965,3.222640166429599
522,0.003007496417242461,522,764841708,,2.683695649916296,-1.9909397656071965,3.222640166429599
523,0.002994567182154323,523,766306922,,2.683695649916296,-1.9909397656071965,3.222640166429599
524,0.0030090197793031515,524,767772136,5,2.7021658965564224,-1.9953306639741308,3.1305130705113706
525,0.0030123157274914714,525,769237350,,2.7021658965564224,-1.9953306639741308,3.1305130705113706
526,0.002952703549538818,526,770702564,,2.7021658965564224,-1.9953306639741308,3.1305130705113706
527,0.0029233659278686125,527,772167778,,2.7021658965564224,-1.9953306639741308,3.1305130705113706
528,0.003055013397043921,528,773632992,,2.7021658965564224,-1.9953306639741308,3.1305130705113706
529,0.0029706685208281264,529,775098206,5,2.722628342880301,-1.998222797877721,3.0338881935658204
530,0.0028708915770051108,530,776563420,,2.722628342880301,-1.998222797877721,3.0338881935658204
531,0.002765413440004194,531,778028634,,2.722628342880301,-1.998222797877721,3.0338881935658204
532,0.0027386167819277163,532,779493848,,2.722628342880301,-1.998222797877721,3.0338881935658204
533,0.0027508307679227906,533,780959062,,2.722628342880301,-1.998222797877721,3.0338881935658204
534,0.00273915307510203,534,782424276,5,2.7360220203313497,-2.0059010154835524,2.9451968885382023
535,0.002918674772274907,535,783889490,,2.7360220203313497,-2.0059010154835524,2.9451968885382023
536,0.0030235189711587396,536,785354704,,2.7360220203313497,-2.0059010154835524,2.9451968885382023
537,0.003029644012104468,537,786819918,,2.7360220203313497,-2.0059010154835524,2.9451968885382023
538,0.0029390073704316094,538,788285132,,2.7360220203313497,-2.0059010154835524,2.9451968885382023
539,0.0028849353174893455,539,789750346,5,2.759106697841559,-2.006727605814396,2.8420898561384877
540,0.0029404807872120825,540,791215560,,2.759106697841559,-2.006727605814396,2.8420898561384877
541,0.0029431433700941867,541,792680774,,2.759106697841559,-2.006727605814396,2.8420898561384877
542,0.002863721070297351,542,794145988,,2.759106697841559,-2.006727605814396,2.8420898561384877
543,0.0027854890020692358,543,795611202,,2.759106697841559,-2.006727605814396,2.8420898561384877
544,0.0027976551852944564,544,797076416,5,2.7754367025394258,-2.0121350822451674,2.747121645031839
545,0.0028140816511690314,545,798541630,,2.7754367025394258,-2.0121350822451674,2.747121645031839
546,0.0026756726844524986,546,800006844,,2.7754367025394258,-2.0121350822451674,2.747121645031839
547,0.0026113634766403576,547,801472058,,2.7754367025394258,-2.0121350822451674,2.747121645031839
548,0.0025904703196943935,548,802937272,,2.7754367025394258,-2.0121350822451674,2.747121645031839
549,0.002621279253688269,549,804402486,5,2.790734279560319,-2.018156439196924,2.6528333840763896
550,0.0026550448578828018,550,805867700,,2.790734279560319,-2.018156439196924,2.6528333840763896
551,0.0025714658863915524,551,807332914,,2.790734279560319,-2.018156439196924,2.6528333840763896
552,0.0025214951615732256,552,808798128,,2.790734279560319,-2.018156439196924,2.6528333840763896
553,0.002486261524938041,553,810263342,,2.790734279560319,-2.018156439196924,2.6528333840763896
554,0.0024555668271994263,554,811728556,5,2.8078235288356845,-2.0228148184863715,2.5556388904393637
555,0.0024813271867569764,555,813193770,,2.8078235288356845,-2.0228148184863715,2.5556388904393637
556,0.0026263062607267684,556,814658984,,2.8078235288356845,-2.0228148184863715,2.5556388904393637
557,0.0027335877369025485,557,816124198,,2.8078235288356845,-2.0228148184863715,2.5556388904393637
558,0.0026625831444272996,558,817589412,,2.8078235288356845,-2.0228148184863715,2.5556388904393637
559,0.002550606503858216,559,819054626,5,2.8310162751992496,-2.0230705769254236,2.450006742912293
560,0.0025330011480941966,560,820519840,,2.8310162751992496,-2.0230705769254236,2.450006742912293
561,0.002573789418394118,561,821985054,,2.8310162751992496,-2.0230705769254236,2.450006742912293
562,0.0025830854278344195,562,823450268,,2.8310162751992496,-2.0230705769254236,2.450006742912293
563,0.002593912388160674,563,824915482,,2.8310162751992496,-2.0230705769254236,2.450006742912293
564,0.002566609258695174,564,826380696,5,2.8489464092416514,-2.0269015326771367,2.351711617818977
565,0.0025145112571158257,565,827845910,,2.8489464092416514,-2.0269015326771367,2.351711617818977
566,0.0025089307680500883,566,829311124,,2.8489464092416514,-2.0269015326771367,2.351711617818977
567,0.00250750919010842,567,830776338,,2.8489464092416514,-2.0269015326771367,2.351711617818977
568,0.00245252628683007,568,832241552,,2.8489464092416514,-2.0269015326771367,2.351711617818977
569,0.002438715212981654,569,833706766,5,2.865240762748902,-2.031770776500614,2.256049982326506
570,0.002395654863798044,570,835171980,,2.865240762748902,-2.031770776500614,2.256049982326506
571,0.002394010061325544,571,836637194,,2.865240762748902,-2.031770776500614,2.256049982326506
572,0.002411153721869508,572,838102408,,2.865240762748902,-2.031770776500614,2.256049982326506
573,0.002371341632155591,573,839567622,,2.865240762748902,-2.031770776500614,2.256049982326506
574,0.0023990438800184782,574,841032836,5,2.8827894314142832,-2.0356449313115386,2.1594464219089606
575,0.0024788937379420506,575,842498050,,2.8827894314142832,-2.0356449313115386,2.1594464219089606
576,0.00249877343455035,576,843963264,,2.8827894314142832,-2.0356449313115386,2.1594464219089606
577,0.0025177423342806343,577,845428478,,2.8827894314142832,-2.0356449313115386,2.1594464219089606
578,0.0024826753511599936,578,846893692,,2.8827894314142832,-2.0356449313115386,2.1594464219089606
579,0.002407457333234983,579,848358906,5,2.9046992999320205,-2.0363210245085934,2.058278019734365
580,0.0023566602122787605,580,849824120,,2.9046992999320205,-2.0363210245085934,2.058278019734365
581,0.002321592039905479,581,851289334,,2.9046992999320205,-2.0363210245085934,2.058278019734365
582,0.002466745074313853,582,852754548,,2.9046992999320205,-2.0363210245085934,2.058278019734365
583,0.0024947692705931668,583,854219762,,2.9046992999320205,-2.0363210245085934,2.058278019734365
584,0.0025145706249318084,584,855684976,5,2.9243558059206443,-2.038471306141609,1.9614652505079464
585,0.0025084725289288012,585,857150190,,2.9243558059206443,-2.038471306141609,1.9614652505079464
586,0.002429882875768369,586,858615404,,2.9243558059206443,-2.038471306141609,1.9614652505079464
587,0.002407114911720673,587,860080618,,2.9243558059206443,-2.038471306141609,1.9614652505079464
588,0.002340360646797865,588,861545832,,2.9243558059206443,-2.038471306141609,1.9614652505079464
589,0.0021859720188894816,589,863011046,5,2.9402813259460334,-2.0431465317277606,1.870895898164413
590,0.0022608511769877104,590,864476260,,2.9402813259460334,-2.0431465317277606,1.870895898164413
591,0.0023204808203143718,591,865941474,,2.9402813259460334,-2.0431465317277606,1.870895898164413
592,0.0022701732841678007,592,867406688,,2.9402813259460334,-2.0431465317277606,1.870895898164413
593,0.002188372719733961,593,868871902,,2.9402813259460334,-2.0431465317277606,1.870895898164413
594,0.00211946312613695,594,870337116,5,2.956059860574828,-2.047815377644684,1.7821994260227636
595,0.0021043306974645876,595,871802330,,2.956059860574828,-2.047815377644684,1.7821994260227636
596,0.002107605681506905,596,873267544,,2.956059860574828,-2.047815377644684,1.7821994260227636
597,0.0021050541704113884,597,874732758,,2.956059860574828,-2.047815377644684,1.7821994260227636
598,0.0020915673247079714,598,876197972,,2.956059860574828,-2.047815377644684,1.7821994260227636
599,0.0021400513902666146,599,877663186,5,2.9730408008876132,-2.0515063402303273,1.694004832374413
600,0.0021797593809937538,600,879128400,,2.9730408008876132,-2.0515063402303273,1.694004832374413
601,0.002258334245174784,601,880593614,,2.9730408008876132,-2.0515063402303273,1.694004832374413
602,0.00232254052435886,602,882058828,,2.9730408008876132,-2.0515063402303273,1.694004832374413
603,0.002278962620544181,603,883524042,,2.9730408008876132,-2.0515063402303273,1.694004832374413
604,0.002302417306205576,604,884989256,5,2.9970434561101946,-2.050087950641894,1.600120847625259
605,0.00226964757202959,605,886454470,,2.9970434561101946,-2.050087950641894,1.600120847625259
606,0.0021881150850270314,606,887919684,,2.9970434561101946,-2.050087950641894,1.600120847625259
607,0.002219927484013909,607,889384898,,2.9970434561101946,-2.050087950641894,1.600120847625259
608,0.002278755674666913,608,890850112,,2.9970434561101946,-2.050087950641894,1.600120847625259
