step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched
519,0.003330914679859215,519,8491878
520,0.003329869604457983,520,8508240
521,0.003320324633757858,521,8524602
522,0.0033027579127897083,522,8540964
523,0.003292193945703674,523,8557326
524,0.003293754951837702,524,8573688
525,0.0032895633118998346,525,8590050
526,0.0032781449332845644,526,8606412
527,0.0032608296700933,527,8622774
528,0.003239571387488052,528,8639136
529,0.0032186750546127074,529,8655498
530,0.0032083398644312255,530,8671860
531,0.0032074253852263576,531,8688222
532,0.0032144836416611172,532,8704584
533,0.003230058212735906,533,8720946
534,0.0032403560404307766,534,8737308
535,0.003243240923083472,535,8753670
536,0.003237465258537145,536,8770032
537,0.0032229811324739205,537,8786394
538,0.0032079065262789475,538,8802756
539,0.00320849069263935,539,8819118
540,0.0032066221039109555,540,8835480
541,0.003204872434917093,541,8851842
542,0.0031955734099608224,542,8868204
543,0.0031801279378509337,543,8884566
544,0.003160635394991812,544,8900928
545,0.003139436757254324,545,8917290
546,0.003129273194491952,546,8933652
547,0.0031229796395936815,547,8950014
548,0.0031196551737686234,548,8966376
549,0.0031185160383069843,549,8982738
550,0.0031183745984172187,550,8999100
551,0.0031255858919174984,551,9015462
552,0.003129858508060239,552,9031824
553,0.0031274129151462396,553,9048186
554,0.003117801254010885,554,9064548
555,0.0031016467584843305,555,9080910
556,0.003094085456052817,556,9097272
557,0.0030899153073332616,557,9113634
558,0.0030874929827459235,558,9129996
559,0.003079139873039413,559,9146358
560,0.0030659591483316873,560,9162720
561,0.0030495477546978317,561,9179082
562,0.0030317305248966225,562,9195444
563,0.0030184841512137933,563,9211806
564,0.003018395378098282,564,9228168
565,0.0030210686650392754,565,9244530
566,0.003035516988522252,566,9260892
567,0.0030456366666343423,567,9277254
568,0.00304959442974289,568,9293616
569,0.0030462697252601617,569,9309978
570,0.003035518391839291,570,9326340
571,0.0030183276862304556,571,9342702
572,0.0030111557275582512,572,9359064
573,0.003017223975482493,573,9375426
574,0.003017106678473963,574,9391788
575,0.0030119513140286353,575,9408150
576,0.003002576782917696,576,9424512
577,0.0029889502411725027,577,9440874
578,0.0029721482723936293,578,9457236
579,0.002962897671634865,579,9473598
580,0.002955228455472414,580,9489960
581,0.0029509513320635783,581,9506322
582,0.0029510314271158633,582,9522684
583,0.0029517995075910575,583,9539046
584,0.002952022914149484,584,9555408
585,0.0029504092284701328,585,9571770
586,0.002948029555704869,586,9588132
587,0.0029405762307861544,587,9604494
588,0.002927416630456911,588,9620856
589,0.0029161588604506086,589,9637218
590,0.0029110561522513803,590,9653580
591,0.002904448383384328,591,9669942
592,0.0029001114119387855,592,9686304
593,0.0028915289165280036,593,9702666
594,0.0028799009720006374,594,9719028
595,0.0028666792208416197,595,9735390
596,0.0028533498175580888,596,9751752
597,0.0028442714209811204,597,9768114
598,0.0028468708926774056,598,9784476
599,0.0028548298942172035,599,9800838
600,0.0028660786116976936,600,9817200
601,0.0028727108197911244,601,9833562
602,0.002873500051248312,602,9849924
603,0.002867943546357485,603,9866286
604,0.0028564373084849146,604,9882648
605,0.002844159905152091,605,9899010
606,0.002845155347552683,606,9915372
607,0.0028497188423437445,607,9931734
608,0.002849664080085239,608,9948096
609,0.002844901106757086,609,9964458
610,0.0028358575880523956,610,9980820
611,0.0028233158574516443,611,9997182
612,0.0028112229733658137,612,10013544
613,0.002806529148287412,613,10029906
614,0.002801399249665243,614,10046268
615,0.0027955377517159125,615,10062630
616,0.002797769990953769,616,10078992
617,0.002799833829665331,617,10095354
618,0.0028005702973244867,618,10111716
619,0.0027988529129402973,619,10128078
620,0.0027937532150948963,620,10144440
621,0.0027847014202060996,621,10160802
622,0.0027716052385778345,622,10177164
623,0.0027634220343451393,623,10193526
624,0.0027566161725984945,624,10209888
625,0.0027453131758495425,625,10226250
626,0.0027329088922613404,626,10242612
627,0.0027247108148230753,627,10258974
628,0.0027155247890265494,628,10275336
629,0.002705569448402917,629,10291698
630,0.00269608477929463,630,10308060
631,0.0026925096035939344,631,10324422
632,0.0026909000327397375,632,10340784
633,0.002698433650174581,633,10357146
634,0.002708081062268261,634,10373508
635,0.002713537547531286,635,10389870
636,0.002714090083077811,636,10406232
637,0.0027100556304566065,637,10422594
638,0.00270531137115073,638,10438956
639,0.0026988545053997434,639,10455318
640,0.002691386485005026,640,10471680
641,0.002696172661242585,641,10488042
642,0.002696851325959357,642,10504404
643,0.0026933673522557544,643,10520766
644,0.0026860961887793244,644,10537128
645,0.0026757099593661543,645,10553490
646,0.0026654675243695525,646,10569852
647,0.0026636849775380014,647,10586214
648,0.0026612795869401518,648,10602576
649,0.0026578298339614698,649,10618938
650,0.002655150008022439,650,10635300
651,0.002658873607488642,651,10651662
652,0.0026611289337141047,652,10668024
653,0.0026608732069438173,653,10684386
654,0.0026572551164009903,654,10700748
655,0.002649753466372279,655,10717110
656,0.002638279944555004,656,10733472
657,0.002627832747098581,657,10749834
658,0.0026211162644247665,658,10766196
659,0.0026101208769363574,659,10782558
660,0.0025955038244144246,660,10798920
661,0.00257848360908787,661,10815282
662,0.0025683552896989467,662,10831644
663,0.002560855872215703,663,10848006
664,0.0025552884219555844,664,10864368
665,0.0025525434871678104,665,10880730
666,0.0025516786797670915,666,10897092
667,0.0025603476164745426,667,10913454
668,0.0025686242238270665,668,10929816
669,0.0025745141779497105,669,10946178
670,0.002576601774270021,670,10962540
671,0.0025760819724916367,671,10978902
672,0.0025754972949986674,672,10995264
673,0.002570672803778859,673,11011626
674,0.0025616360710974395,674,11027988
675,0.0025529262173043174,675,11044350
676,0.0025554735977680043,676,11060712
677,0.002554343199700465,677,11077074
678,0.0025497299895518716,678,11093436
679,0.00254212913592005,679,11109798
680,0.002532219296753957,680,11126160
681,0.0025296151304313175,681,11142522
682,0.002530072640056169,682,11158884
683,0.0025296218165379164,683,11175246
684,0.002527791120256258,684,11191608
685,0.0025251661941210687,685,11207970
686,0.0025298279147118533,686,11224332
687,0.0025324200994562077,687,11240694
688,0.0025320346154858522,688,11257056
689,0.002528019844539965,689,11273418
690,0.002520089028704278,690,11289780
691,0.0025083815355837202,691,11306142
692,0.0025004448341411634,692,11322504
693,0.002491568090311161,693,11338866
694,0.0024788631829959842,694,11355228
695,0.0024631833596969466,695,11371590
696,0.0024456598617512426,696,11387952
697,0.002430893207444898,697,11404314
698,0.002425710189551053,698,11420676
699,0.0024226057404792833,699,11437038
700,0.0024218424330866156,700,11453400
701,0.0024302165005594054,701,11469762
702,0.0024387585622465263,702,11486124
703,0.0024459634887848553,703,11502486
704,0.002450416357144228,704,11518848
705,0.0024534968006425933,705,11535210
706,0.002455875381436032,706,11551572
707,0.0024544042927388543,707,11567934
708,0.0024487581313257373,708,11584296
709,0.002439113987451169,709,11600658
710,0.0024261405626055665,710,11617020
711,0.0024245053912524614,711,11633382
712,0.0024231576701760765,712,11649744
713,0.0024188601335928678,713,11666106
714,0.0024120822681766713,714,11682468
715,0.0024034390289140173,715,11698830
716,0.002403820708689483,716,11715192
717,0.0024062930441751257,717,11731554
718,0.00240786603091616,718,11747916
719,0.002408032095206236,719,11764278
720,0.0024063407992926875,720,11780640
721,0.0024084207123786366,721,11797002
722,0.0024122771878037214,722,11813364
723,0.002413173463188173,723,11829726
724,0.0024104991273575516,724,11846088
725,0.0024039940356485323,725,11862450
726,0.0023937990149496477,726,11878812
727,0.002384771554181181,727,11895174
728,0.002375800880592069,728,11911536
729,0.002363184886941025,729,11927898
730,0.002347777799516497,730,11944260
731,0.002330672266977543,731,11960622
732,0.002313070257710062,732,11976984
733,0.00230313238009712,733,11993346
734,0.002300572404384929,734,12009708
735,0.002306988700184351,735,12026070
736,0.002315179121128788,736,12042432
737,0.0023235436283239597,737,12058794
738,0.0023307022809449865,738,12075156
739,0.002335355385046936,739,12091518
740,0.0023411123991892366,740,12107880
741,0.002344109533497077,741,12124242
742,0.0023434287371664614,742,12140604
743,0.0023387093701753153,743,12156966
744,0.0023300478880830464,744,12173328
745,0.0023180044146589585,745,12189690
746,0.002304508771124786,746,12206052
747,0.002302364850228729,747,12222414
748,0.0022992044698303613,748,12238776
749,0.00229383415186471,749,12255138
750,0.002286778357749368,750,12271500
751,0.002285029408201425,751,12287862
752,0.0022892574753777956,752,12304224
753,0.002292903684782549,753,12320586
754,0.0022954221030597605,754,12336948
755,0.002296306065314002,755,12353310
756,0.002295138973023053,756,12369672
757,0.0022985131067714062,757,12386034
758,0.0023019094520983774,758,12402396
759,0.0023020361428121305,759,12418758
760,0.002298492353913578,760,12435120
761,0.0022912478215476872,761,12451482
762,0.0022806547745997385,762,12467844
763,0.0022722598483461975,763,12484206
764,0.002261200221170233,764,12500568
765,0.002247129566642303,765,12516930
766,0.0022310393020816693,766,12533292
767,0.0022140590994361997,767,12549654
768,0.0021973380548801352,768,12566016
769,0.0021923299895857326,769,12582378
770,0.002198142495590409,770,12598740
771,0.002205835308885476,771,12615102
772,0.0022142320643682295,772,12631464
773,0.002222050625367164,773,12647826
774,0.002228028711135241,774,12664188
775,0.0022341180283356465,775,12680550
776,0.0022387814846978743,776,12696912
777,0.002240205269004314,777,12713274
778,0.0022378588938171823,778,12729636
779,0.0022316032982537815,779,12745998
780,0.0022217380223396033,780,12762360
781,0.0022089711772357162,781,12778722
782,0.002197233589708053,782,12795084
783,0.0021924794780093307,783,12811446
784,0.002187360207136946,784,12827808
785,0.0021797632334533343,785,12844170
786,0.0021733370278436137,786,12860532
787,0.002176841883109411,787,12876894
788,0.0021822064982030126,788,12893256
789,0.00218702399722822,789,12909618
790,0.0021907257837746608,790,12925980
791,0.002192794970228687,791,12942342
792,0.0021928145690640055,792,12958704
793,0.00219503169042827,793,12975066
794,0.0021988630680043614,794,12991428
795,0.0021994043094112833,795,13007790
796,0.002196378531188814,796,13024152
797,0.0021898197858716967,797,13040514
798,0.0021801231152748096,798,13056876
799,0.0021698420342877722,799,13073238
800,0.002158463306283248,800,13089600
801,0.002144437443306238,801,13105962
802,0.0021287680581792423,802,13122324
803,0.00211396351238044,803,13138686
804,0.002103458251831343,804,13155048
805,0.002096303692418436,805,13171410
806,0.002102638253219505,806,13187772
807,0.0021105432969198146,807,13204134
