step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched,LiarsDice4/tau,LiarsDice4/alpha,LiarsDice4/beta,LiarsDice4/gamma
887,2.8769520799165615e-05,887,14513094,,3.8161123424425814,-2.1329611108909505,0.03410519055269301
888,2.9019571106292386e-05,888,14529456,,3.8161123424425814,-2.1329611108909505,0.03410519055269301
889,2.108426351318804e-05,889,14545818,,3.8161123424425814,-2.1329611108909505,0.03410519055269301
890,1.4318969686330507e-05,890,14562180,,3.8161123424425814,-2.1329611108909505,0.03410519055269301
891,2.034631854239133e-05,891,14578542,5,3.8216714707255686,-2.138146173268574,0.03203209489341763
892,2.5638111426209975e-05,892,14594904,,3.8216714707255686,-2.138146173268574,0.03203209489341763
893,2.25141402634757e-05,893,14611266,,3.8216714707255686,-2.138146173268574,0.03203209489341763
894,2.600876201791502e-05,894,14627628,,3.8216714707255686,-2.138146173268574,0.03203209489341763
895,2.8921960641734024e-05,895,14643990,,3.8216714707255686,-2.138146173268574,0.03203209489341763
896,1.836073647867864e-05,896,14660352,5,3.8618460089960855,-2.1169124322757122,0.02876067685265804
897,7.97065331316349e-06,897,14676714,,3.8618460089960855,-2.1169124322757122,0.02876067685265804
898,9.83257137450455e-06,898,14693076,,3.8618460089960855,-2.1169124322757122,0.02876067685265804
899,1.749767985895212e-05,899,14709438,,3.8618460089960855,-2.1169124322757122,0.02876067685265804
900,2.2448853402072533e-05,900,14725800,,3.8618460089960855,-2.1169124322757122,0.02876067685265804
901,2.6795457621200947e-05,901,14742162,5,3.8689276316139365,-2.120412939265571,0.02694356316156865
902,2.9083965870466133e-05,902,14758524,,3.8689276316139365,-2.120412939265571,0.02694356316156865
903,2.088275386298577e-05,903,14774886,,3.8689276316139365,-2.120412939265571,0.02694356316156865
904,1.4608032197445386e-05,904,14791248,,3.8689276316139365,-2.120412939265571,0.02694356316156865
905,1.7464332803349136e-05,905,14807610,,3.8689276316139365,-2.120412939265571,0.02694356316156865
906,2.4518573372864227e-05,906,14823972,5,3.8761315221267254,-2.123868438988286,0.02524633078322802
907,2.394726813700898e-05,907,14840334,,3.8761315221267254,-2.123868438988286,0.02524633078322802
908,2.4105821394580784e-05,908,14856696,,3.8761315221267254,-2.123868438988286,0.02524633078322802
909,2.871128422338859e-05,909,14873058,,3.8761315221267254,-2.123868438988286,0.02524633078322802
910,2.136117995316794e-05,910,14889420,,3.8761315221267254,-2.123868438988286,0.02524633078322802
911,1.0913334143901332e-05,911,14905782,5,3.898414833721984,-2.1157809486845274,0.023184646260332897
912,8.544555873735149e-06,912,14922144,,3.898414833721984,-2.1157809486845274,0.023184646260332897
913,1.4875485327955906e-05,913,14938506,,3.898414833721984,-2.1157809486845274,0.023184646260332897
914,2.1464470101179023e-05,914,14954868,,3.898414833721984,-2.1157809486845274,0.023184646260332897
915,2.3615602140550362e-05,915,14971230,,3.898414833721984,-2.1157809486845274,0.023184646260332897
916,2.8421943391206128e-05,916,14987592,5,3.9171007320830675,-2.110365903797426,0.02139093871410136
917,2.3207133488002685e-05,917,15003954,,3.9171007320830675,-2.110365903797426,0.02139093871410136
918,1.5280881541984703e-05,918,15020316,,3.9171007320830675,-2.110365903797426,0.02139093871410136
919,1.4609569981949289e-05,919,15036678,,3.9171007320830675,-2.110365903797426,0.02139093871410136
920,2.2210786999668497e-05,920,15053040,,3.9171007320830675,-2.110365903797426,0.02139093871410136
921,2.451809538430577e-05,921,15069402,5,3.9302759274979633,-2.1089495260123288,0.019879775069312267
922,2.2023897862877284e-05,922,15085764,,3.9302759274979633,-2.1089495260123288,0.019879775069312267
923,2.74800057567387e-05,923,15102126,,3.9302759274979633,-2.1089495260123288,0.019879775069312267
924,2.4252851502121198e-05,924,15118488,,3.9302759274979633,-2.1089495260123288,0.019879775069312267
925,1.4297355906599252e-05,925,15134850,,3.9302759274979633,-2.1089495260123288,0.019879775069312267
926,9.416703371761814e-06,926,15151212,5,3.9311182628679755,-2.1170663786277184,0.018800408351935083
927,1.3065830340372453e-05,927,15167574,,3.9311182628679755,-2.1170663786277184,0.018800408351935083
928,1.965220880734836e-05,928,15183936,,3.9311182628679755,-2.1170663786277184,0.018800408351935083
929,2.1193302134764336e-05,929,15200298,,3.9311182628679755,-2.1170663786277184,0.018800408351935083
930,2.6471425552676564e-05,930,15216660,,3.9311182628679755,-2.1170663786277184,0.018800408351935083
931,2.5723499845801967e-05,931,15233022,5,3.96589434019426,-2.0989329141772277,0.016950080446738625
932,1.548096556171913e-05,932,15249384,,3.96589434019426,-2.0989329141772277,0.016950080446738625
933,1.231893049750965e-05,933,15265746,,3.96589434019426,-2.0989329141772277,0.016950080446738625
934,1.8561823575707903e-05,934,15282108,,3.96589434019426,-2.0989329141772277,0.016950080446738625
935,2.374465422447236e-05,935,15298470,,3.96589434019426,-2.0989329141772277,0.016950080446738625
936,2.1470697775416436e-05,936,15314832,5,3.9771334242785734,-2.0986283445982084,0.015790361501754724
937,2.4657206179300173e-05,937,15331194,,3.9771334242785734,-2.0986283445982084,0.015790361501754724
938,2.6279868890921598e-05,938,15347556,,3.9771334242785734,-2.0986283445982084,0.015790361501754724
939,1.9220057749826103e-05,939,15363918,,3.9771334242785734,-2.0986283445982084,0.015790361501754724
940,1.1246585195981429e-05,940,15380280,,3.9771334242785734,-2.0986283445982084,0.015790361501754724
941,1.1803565471119049e-05,941,15396642,5,3.968362494401184,-2.1142482721432074,0.015155224495172703
942,1.6794877570336375e-05,942,15413004,,3.968362494401184,-2.1142482721432074,0.015155224495172703
943,2.100773216190399e-05,943,15429366,,3.968362494401184,-2.1142482721432074,0.015155224495172703
944,2.2827454573007278e-05,944,15445728,,3.968362494401184,-2.1142482721432074,0.015155224495172703
945,2.6919126539584615e-05,945,15462090,,3.968362494401184,-2.1142482721432074,0.015155224495172703
946,1.9181580500821083e-05,946,15478452,5,4.0101032800804735,-2.0899775272289167,0.01350105322321804
947,1.2570609590284443e-05,947,15494814,,4.0101032800804735,-2.0899775272289167,0.01350105322321804
948,1.3750688154706703e-05,948,15511176,,4.0101032800804735,-2.0899775272289167,0.01350105322321804
949,2.1263107299454576e-05,949,15527538,,4.0101032800804735,-2.0899775272289167,0.01350105322321804
950,2.2540202371960916e-05,950,15543900,,4.0101032800804735,-2.0899775272289167,0.01350105322321804
951,2.075291780469224e-05,951,15560262,5,4.018869387399051,-2.0912404647237177,0.012620542822149527
952,2.6528664700722904e-05,952,15576624,,4.018869387399051,-2.0912404647237177,0.012620542822149527
953,2.32925426408917e-05,953,15592986,,4.018869387399051,-2.0912404647237177,0.012620542822149527
954,1.4313166187024384e-05,954,15609348,,4.018869387399051,-2.0912404647237177,0.012620542822149527
955,1.2075130496065622e-05,955,15625710,,4.018869387399051,-2.0912404647237177,0.012620542822149527
956,1.4781867840672758e-05,956,15642072,5,4.014092810948854,-2.10344766711507,0.012050072880000595
957,1.9617118078657514e-05,957,15658434,,4.014092810948854,-2.10344766711507,0.012050072880000595
958,1.9790915629536165e-05,958,15674796,,4.014092810948854,-2.10344766711507,0.012050072880000595
959,2.5929953617540025e-05,959,15691158,,4.014092810948854,-2.10344766711507,0.012050072880000595
960,2.352044868903641e-05,960,15707520,,4.014092810948854,-2.10344766711507,0.012050072880000595
961,1.2524863491472638e-05,961,15723882,5,4.048357280849457,-2.084576116239107,0.010837176072220345
962,1.0528098733190994e-05,962,15740244,,4.048357280849457,-2.084576116239107,0.010837176072220345
963,1.699004755652267e-05,963,15756606,,4.048357280849457,-2.084576116239107,0.010837176072220345
964,2.1724601968572954e-05,964,15772968,,4.048357280849457,-2.084576116239107,0.010837176072220345
965,1.9900594915016334e-05,965,15789330,,4.048357280849457,-2.084576116239107,0.010837176072220345
966,2.4138156851580272e-05,966,15805692,5,4.0572189160725705,-2.085582439385829,0.010130424889760459
967,2.5379807979619695e-05,967,15822054,,4.0572189160725705,-2.085582439385829,0.010130424889760459
968,1.9536951954148007e-05,968,15838416,,4.0572189160725705,-2.085582439385829,0.010130424889760459
969,1.3016686941411115e-05,969,15854778,,4.0572189160725705,-2.085582439385829,0.010130424889760459
970,1.3604120819549204e-05,970,15871140,,4.0572189160725705,-2.085582439385829,0.010130424889760459
971,1.65216345225927e-05,971,15887502,5,4.059786998776404,-2.091696337910137,0.009567843322628722
972,2.0206258944437117e-05,972,15903864,,4.059786998776404,-2.091696337910137,0.009567843322628722
973,2.2096602698987167e-05,973,15920226,,4.059786998776404,-2.091696337910137,0.009567843322628722
974,2.571171618494239e-05,974,15936588,,4.059786998776404,-2.091696337910137,0.009567843322628722
975,1.8363399361537303e-05,975,15952950,,4.059786998776404,-2.091696337910137,0.009567843322628722
976,1.0187505599987268e-05,976,15969312,5,4.082267099418062,-2.0817658226483333,0.008753826044232582
977,1.1411514586057159e-05,977,15985674,,4.082267099418062,-2.0817658226483333,0.008753826044232582
978,1.8671017628972553e-05,978,16002036,,4.082267099418062,-2.0817658226483333,0.008753826044232582
979,2.055258341109034e-05,979,16018398,,4.082267099418062,-2.0817658226483333,0.008753826044232582
980,1.9669939068898967e-05,980,16034760,,4.082267099418062,-2.0817658226483333,0.008753826044232582
981,2.537857798594334e-05,981,16051122,5,4.097765673607916,-2.077388937385281,0.008097624343676557
982,2.3722710104312483e-05,982,16067484,,4.097765673607916,-2.077388937385281,0.008097624343676557
983,1.5555256458785194e-05,983,16083846,,4.097765673607916,-2.077388937385281,0.008097624343676557
984,1.3658010061853854e-05,984,16100208,,4.097765673607916,-2.077388937385281,0.008097624343676557
985,1.595754102819147e-05,985,16116570,,4.097765673607916,-2.077388937385281,0.008097624343676557
986,1.858248582357891e-05,986,16132932,5,4.105121403544525,-2.0793424923251775,0.007589270016729266
987,1.9927723516277585e-05,987,16149294,,4.105121403544525,-2.0793424923251775,0.007589270016729266
988,2.4480765097673052e-05,988,16165656,,4.105121403544525,-2.0793424923251775,0.007589270016729266
989,2.3408656860846033e-05,989,16182018,,4.105121403544525,-2.0793424923251775,0.007589270016729266
990,1.3069883673305638e-05,990,16198380,,4.105121403544525,-2.0793424923251775,0.007589270016729266
991,8.273572791317463e-06,991,16214742,5,4.112754256086424,-2.0811371738059927,0.007111821862329393
992,1.353964813376185e-05,992,16231104,,4.112754256086424,-2.0811371738059927,0.007111821862329393
993,1.8954999033100883e-05,993,16247466,,4.112754256086424,-2.0811371738059927,0.007111821862329393
994,1.9499531336369946e-05,994,16263828,,4.112754256086424,-2.0811371738059927,0.007111821862329393
995,2.2047772793049036e-05,995,16280190,,4.112754256086424,-2.0811371738059927,0.007111821862329393
996,2.4651610544518254e-05,996,16296552,5,4.140578289105657,-2.066596925402779,0.00644088767939488
997,2.1290468553425423e-05,997,16312914,,4.140578289105657,-2.066596925402779,0.00644088767939488
998,1.3426043595346493e-05,998,16329276,,4.140578289105657,-2.066596925402779,0.00644088767939488
999,1.442267103365924e-05,999,16345638,,4.140578289105657,-2.066596925402779,0.00644088767939488
1000,1.7344230800450666e-05,1000,16362000,,4.140578289105657,-2.066596925402779,0.00644088767939488
